m/z,Intensity
50.0,64.18824547257415
50.450450450450454,5.896973514740027
50.9009009009009,-29.800858246033346
51.351351351351354,135.00048330236706
51.8018018018018,30.897454438598153
52.252252252252255,56.09419964195879
52.7027027027027,5.8490286185461375
53.153153153153156,65.75900701662027
53.6036036036036,-25.001177768059
54.054054054054056,45.99518336326652
54.5045045045045,-90.98249617646445
54.95495495495496,-36.76696086445313
55.4054054054054,-28.995019087679008
55.85585585585586,-5.710916895019806
56.306306306306304,-43.26215408956817
56.75675675675676,63.424627002233905
57.207207207207205,25.228787542861593
57.65765765765766,-36.04945054389728
58.10810810810811,62.14784270760707
58.55855855855856,-71.2860558240926
59.009009009009006,-20.202485379873238
59.45945945945946,-16.615256462182046
59.90990990990991,-10.757475464700047
60.36036036036036,34.28269480942302
60.81081081081081,-28.24655475397525
61.26126126126126,-55.5882986720729
61.711711711711715,11.74829368295447
62.16216216216216,77.22871223943162
62.612612612612615,103.97256980423234
63.06306306306306,-53.580387436859645
63.513513513513516,2.756295518909581
63.96396396396396,15.296605632227092
64.41441441441441,6.86724271879323
64.86486486486487,32.29388284878743
65.31531531531532,-51.47048109616209
65.76576576576576,15.877994060575393
66.21621621621622,90.98831708383179
66.66666666666667,46.59656241769054
67.11711711711712,49.37591444441753
67.56756756756756,-8.139337714259796
68.01801801801801,12.85834662157217
68.46846846846847,44.26746189090648
68.91891891891892,45.2906863141812
69.36936936936937,-58.09385346336262
69.81981981981983,-48.8248896082946
70.27027027027027,86.69161873777954
70.72072072072072,-47.93806774324634
71.17117117117117,-74.87165398090406
71.62162162162161,-10.696746349163027
72.07207207207207,-104.6825441220148
72.52252252252252,14.792628477465183
72.97297297297297,-22.079906986017438
73.42342342342343,-62.3838250546805
73.87387387387388,-13.842274936803603
74.32432432432432,-44.888215237813476
74.77477477477478,-18.207086777816624
75.22522522522523,-34.975007682842204
75.67567567567568,-13.943550401375093
76.12612612612612,-0.8499415665757928
76.57657657657657,-98.35235313801185
77.02702702702703,-44.48516061517309
77.47747747747748,47.64300402842928
77.92792792792793,13.316549821172835
78.37837837837839,25.177855165313765
78.82882882882883,84.40619482342477
79.27927927927928,-10.290224092053975
79.72972972972973,-90.36400784029512
80.18018018018017,67.30710988425915
80.63063063063063,-1.87512866170951
81.08108108108108,34.997264175868644
81.53153153153153,-50.28077280537999
81.98198198198199,29.50531665643589
82.43243243243244,87.32866514623981
82.88288288288288,-39.61331948835399
83.33333333333334,-46.08619588971518
83.78378378378378,38.85141610726921
84.23423423423424,-49.128488125709545
84.68468468468468,-8.586630368599657
85.13513513513513,105.61184640028407
85.58558558558559,17.43596167961907
86.03603603603604,128.41085207689292
86.48648648648648,58.414640903285445
86.93693693693695,10.138327260153222
87.38738738738738,-1.7200486016581644
87.83783783783784,35.77076316268115
88.28828828828829,49.88700986752397
88.73873873873873,-18.819052357262063
89.1891891891892,-25.96450386066693
89.63963963963964,-87.57893899280162
90.09009009009009,13.7818382130454
90.54054054054055,-24.059490498579798
90.990990990991,-29.9016722224425
91.44144144144144,-37.94325537012041
91.8918918918919,17.734953623037114
92.34234234234233,49.393562330140824
92.7927927927928,49.453361085808154
93.24324324324324,32.254685832388205
93.69369369369369,-79.54672114123524
94.14414414414415,0.7618380948683134
94.5945945945946,-20.34477178927519
95.04504504504504,25.08090078736876
95.4954954954955,7.675768117774517
95.94594594594594,-6.77202587102398
96.3963963963964,6.709694054582436
96.84684684684684,46.72260863837231
97.29729729729729,65.19336138311064
