Time,Vibration
0.0,1.764052345967664
0.02004008016032064,1.6460456797534841
0.04008016032064128,3.3919187568320868
0.06012024048096192,5.669132128140664
0.08016032064128256,6.094586560096962
0.1002004008016032,3.7818806228430706
0.12024048096192384,5.941148028731029
0.1402805611222445,4.756745336747926
0.16032064128256512,4.412301752078162
0.18036072144288576,4.248678099495297
0.2004008016032064,3.0625590802585125
0.22044088176352705,3.269112026243299
0.24048096192384769,1.3577111923607486
0.2605210420841683,-0.5374573768016829
0.280561122244489,-1.4294940265653873
0.3006012024048096,-2.6357281140633253
0.32064128256513025,-2.384045475683174
0.3406813627254509,-4.747355624746778
0.3607214428857715,-4.606660518184741
0.3807615230460922,-5.840996543854602
0.4008016032064128,-7.292467386425552
0.42084168336673344,-3.5394484773828916
0.4408817635270541,-2.51770310981137
0.4609218436873747,-3.10001621820918
0.48096192384769537,1.0849352472182434
0.501002004008016,-1.3914095696064857
0.5210420841683366,1.352518553754476
0.5410821643286573,2.280943899563903
0.561122244488978,5.00657423297806
0.5811623246492986,5.729678662175317
0.6012024048096192,4.933032319139131
0.6212424849699398,5.372589629263425
0.6412825651302605,4.007912966867611
0.6613226452905812,2.5073314647357003
0.6813627254509018,3.4495139881167436
0.7014028056112224,3.0235148294397747
0.721442885771543,2.9863227261679173
0.7414829659318637,1.7364997902447614
0.7615230460921844,-1.1088136345519906
0.781563126252505,-2.23388173824573
0.8016032064128256,-4.06837155454744
0.8216432865731462,-5.337572579541413
0.8416833667334669,-6.2744241654424755
0.8617234468937875,-2.9797985004418646
0.8817635270541082,-5.4916035308137605
0.9018036072144289,-5.1571195189853265
0.9218436873747494,-5.411236145383722
0.9418837675350701,-2.5580131108530093
0.9619238476953907,-3.9160456446115193
0.9819639278557114,-1.3363027150238833
1.002004008016032,-0.7695643325929912
1.0220440881763526,1.7543269189387125
1.0420841683366733,2.0118782792484198
1.062124248496994,2.3381681708934763
1.0821643286573146,4.264753533291667
1.1022044088176353,5.224585612603013
1.122244488977956,5.063519988402999
1.1422845691382766,5.1849905924986555
1.1623246492985972,3.8257015975383144
1.1823647294589177,3.3934294479197047
1.2024048096192383,2.142901188612885
1.222444889779559,1.3373939997299398
1.2424849699398797,-0.34166454845325483
1.2625250501002003,-2.510009455103761
1.282565130260521,-1.8120683313337995
1.3026052104208417,-3.471536896199399
1.3226452905811623,-5.586561973638634
1.342685370741483,-4.130604074560685
1.3627254509018036,-5.847936217413814
1.3827655310621243,-4.924266633649055
1.4028056112224447,-3.968774120340057
1.4228456913827654,-3.9941722865504703
1.442885771543086,-2.148938112323685
1.4629258517034067,-3.4809052223354513
1.4829659318637274,-0.6597857163202042
1.503006012024048,-0.49598169991646646
1.5230460921843687,0.5570748580408842
1.5430861723446894,1.9979894601092396
1.56312625250501,3.2516952706237654
1.5831663326653307,4.381036349155354
1.6032064128256511,3.6485123272447835
1.6232464929859718,5.899612658877592
1.6432865731462925,5.334227015187485
1.6633266533066131,2.8949686481641206
1.6833667334669338,5.202571761606693
1.7034068136272544,4.659000226594769
1.723446893787575,2.8163728055515085
1.7434869739478958,0.22884393877675957
1.7635270541082164,-1.916595253834624
1.783567134268537,-0.9926428079128777
1.8036072144288577,-3.5223835826162277
1.8236472945891782,-2.772100278413321
1.8436873747494988,-4.40961544824403
1.8637274549098195,-3.9732794598312466
1.8837675350701402,-4.613317358468915
1.9038076152304608,-3.969366155900543
1.9238476953907815,-4.076715882382842
1.9438877755511021,-1.4547822830399488
1.9639278557114228,-2.062742809254774
1.9839679358717435,-0.5985345216205333
2.004008016032064,2.1348753126813818
