Existing_Durability_Years,Tensile_Strength_MPa,Thermal_Resistance_C,Elasticity_Modulus_GPa,Hardness_Mohs,Corrosion_Resistance_Scale,Electrical_Conductivity_S/m,Density_g/cm^3,Mixture_Ratio_A_Percent,Mixture_Ratio_B_Percent,Mixture_Ratio_C_Percent
11.014099476691658,54.38704697409609,234.03952757843808,4.689262371229454,7.830719729494829,4.301021975968096,7.726721274394733,1.8691734651451068,41.766421017600535,41.027707219504784,17.20587176289467
16.310606591256082,71.14714898820174,139.6758473182094,9.66261064863487,8.356820576958416,3.678617616977244,3.8632862937939394,1.1945901755670187,11.781785014076524,52.09230247671658,36.1259125092069
11.475844931926405,58.32730718985131,284.05178251273844,5.97540120121024,3.5398129718208775,1.6173963181359643,6.25970346795512,1.2542139204937417,13.499146658222262,29.528923084225433,56.97193025755231
16.32306932767935,53.065253123251146,130.74639789305837,4.88540497645479,3.2964044716552583,4.172747784753096,8.94471966250498,1.1124667233370102,62.91934753238371,27.11782454974396,9.962827917872321
16.851191423586585,48.618131353119345,223.33791126082983,9.555389679108101,4.972218605198423,3.089764416679074,1.6680755738037505,1.7730994283762054,44.94286097038133,19.958260491219686,35.098878538398985
10.784297924159764,51.91318305305557,148.48130083139705,1.8245246573687774,4.544710818339599,7.866346042195016,0.1881709829303796,1.5594217151209457,53.510717290621656,5.549970005664486,40.93931270371385
11.600949970369598,94.69134206444743,288.43329640903147,3.446037923349424,5.570371608059398,2.004654698706352,2.641890450867121,1.1290589859280376,38.16722202810143,38.32042629221054,23.512351679688038
12.810739907279826,97.17710520146059,164.89343910541544,4.117549921144159,2.9042578138803288,2.2931293775878454,7.994972240121229,2.3854895827342,34.10827694128808,29.862339024972528,36.0293840337394
5.052660440667877,36.9181417652987,217.92731261684065,8.681523560815428,5.444204275315371,3.506592707903025,5.711573860652591,1.2066793606430333,19.039767096488266,69.45188450048485,11.508348403026883
7.925825002770808,81.47897180084024,125.90187525723857,7.897707855620222,8.314771805263245,3.592241464017746,9.466992549000777,2.1238561359621073,55.493015611227186,2.251218471609812,42.255765917163004
17.70705720812375,76.04338813405514,195.8744111517056,3.742427573384632,8.945950530410432,8.616744430265015,5.523953588630626,0.8419745304311699,49.917000653393856,50.04422916253049,0.03877018407565275
16.41410453796665,74.16780657829105,221.76725784221782,8.853070217766259,7.000860362217109,8.121552908054385,2.73123568762763,1.1119161844567267,11.234723448152396,50.57224300939582,38.19303354245177
6.157273707128226,32.29903419925951,254.13923782046524,1.5630099861658875,3.5931741755325626,6.207720698847028,7.682264516523426,2.1920723147722674,55.52603471101553,29.16809153278928,15.305873756195192
14.523464976192248,49.14177409323901,211.4134987655683,5.441202460829033,8.859206065075758,3.5972981097404193,6.609748820558602,1.7119251453714412,11.11027160534611,82.1059967113867,6.783731683267202
5.31103029737264,82.22720090648397,240.71977041586607,6.892158139066684,4.7910511989523386,3.869905178898931,8.224765263619705,1.8983828073753493,40.54748001256965,13.470065347870468,45.98245463955988
13.013055036918756,64.70647802910136,271.8163009459504,3.8097488293769644,3.0862647123839633,6.329964474843802,6.713184912621933,1.5291272653337695,23.270163397721813,62.22021443085049,14.509622171427692
7.422224422752482,31.672184163917517,159.71134897955415,1.6225396515191863,2.2113757810717196,7.658799028883416,4.574295202658202,1.540574620473902,49.70714195083982,11.81606440380382,38.47679364535635
17.8017852054657,66.85608884413747,168.0333867861056,3.3144427843257644,9.655019721485232,4.4568824959760445,2.843118424027733,1.0131868234573944,43.14294014689022,27.92168300412577,28.935376848984014
14.222228329088122,89.34634166199709,105.91477023130156,5.35394595205248,1.7918123901826353,5.586058257799376,0.6504446012156636,1.0906874981462324,48.23327275710134,13.21904387248315,38.54768337041552
5.959733932797299,91.4894177716531,210.8523625730839,3.8629572406397936,5.76784418441255,8.992298228794246,3.148568901486123,2.3622950307065245,36.89980090839836,36.28426293371973,26.8159361578819
14.61880790962551,92.90381684425353,294.30618566930923,4.741046708191819,2.819595444014724,6.848117710375877,0.5579589279095253,1.5779745739680417,28.18297750528529,37.51432750089106,34.30269499382365
18.382973166388027,66.91326693855564,247.22053986017335,1.8381215594337044,8.814523559158037,5.8199511883771,4.35726800044517,1.603173651342165,18.011343458241615,49.49620984906816,32.492446692690216
16.00559603348885,62.68773127886756,298.5171040994587,1.1284618914251618,2.7507402415851296,1.6410021502770211,2.335419127715755,1.9327623139227814,69.10096071973393,27.4656683883149,3.4333708919511503
6.728034615091839,47.10412397866665,190.87041527146397,8.898513828280207,7.628317834454137,2.5841369060011994,7.066111322090697,0.8240158235685613,37.962595674313015,0.9197740978243208,61.117630227862676
14.976398961428032,90.62543006194664,249.4947156965333,1.7030057126844627,2.4860437157049318,2.80892425434061,2.2797674129093606,1.7055800607756695,12.531130479428066,36.738054172808816,50.73081534776313
14.160540206879016,85.99000227252795,132.2416544524342,3.6354211837343935,9.443010238269512,6.608334632070652,0.9061751721067466,2.3050704382146328,18.07528243727795,42.70412169953615,39.2205958631859
14.470277960728053,90.45024049003781,184.40129289822033,6.976408363752352,6.9699249949841695,1.9730147653409502,8.40409305615973,1.5094176502567105,45.57467829020444,49.204180009467926,5.22114170032762
16.927431960448075,45.816147598483006,228.72277454349052,8.600539872858295,4.736087784709305,1.2609538298346383,0.6943253169132237,1.501426263750968,47.8778640603578,11.931151666016287,40.190984273625915
9.56628708904277,36.85320525152635,190.06241160860247,3.8913646301428773,9.662342587621817,4.243155018866788,7.534488747559972,1.5706274328310164,54.70948019925416,15.961821138570944,29.328698662174897
10.332027910189268,78.89115478383869,105.94443682438548,6.868616515922511,5.716457754021883,7.469732606579269,9.301310727218171,2.2536734892575447,11.73759314698374,35.374672841321164,52.88773401169509
8.02724206195035,93.92058239307667,163.36852190139194,5.249181639136472,4.456663563805893,7.239244188718534,1.160578274945609,1.83700184648701,46.0962749186102,21.559000107498935,32.344724973890855
11.857641246185977,94.16037358504842,235.21355140611988,1.4591172976475184,2.4622795306697096,8.134033167553502,5.6407125057040295,2.0704965351228553,43.47340433645587,17.114658872837587,39.41193679070654
11.14765042537762,67.00420298395886,179.03874411583075,4.675267028453884,7.489803847342547,7.266234306423786,4.572094431508341,2.0208552676251292,21.833557949720085,42.188672662840325,35.97776938743958
6.2615276487840665,74.94736533375263,189.68098891726552,1.2686324721908153,6.36699649410623,6.519570207413158,8.007229581290613,0.8864615735340409,24.87537250562833,42.10930919144367,33.015318302928
8.639097715741121,37.84568349951421,271.2358352467612,9.677712677561212,3.0060356228019502,5.375458870818807,6.272452060436406,2.46038936416333,38.24066577613469,33.998888327843964,27.76044589602133
6.798913745743939,49.270144977339584,153.87816606889834,7.859654199951173,3.249656511840291,2.876484884391735,2.8549070220544106,2.000553893072991,85.11071342562512,0.4997784012083823,14.389508173166492
13.3176259595497,67.64256842694304,223.18632290565404,4.053630966186604,2.9834391543133827,6.116932502709562,0.1145431608094652,1.786212918503817,26.960637917378786,37.59419497520476,35.44516710741646
7.8089978939044675,91.6538220132449,269.15411136767716,3.1126638701260103,5.462576784836143,6.72962273387507,4.880390515531006,0.8768001859143929,5.085736345076093,29.365267766049914,65.54899588887399
9.884032986991423,63.88978097334627,261.4301253903916,4.60294451858006,1.425603816658034,2.113689955732446,8.951677935695317,2.360738023575702,44.87347389878036,1.5995742400279138,53.52695186119172
17.255800037356984,71.48957708514635,147.744733289103,3.8454801153599236,3.603227361019019,6.086326047428213,9.063095386194405,1.5982465878035625,1.7694757806751646,43.811691207446195,54.41883301187863
13.577738304124159,33.88755047629668,110.21795413152608,4.337149679392086,7.629615495976225,1.8797384187419643,1.3404401322295942,2.3490270484088756,22.70453221961815,43.187784522445156,34.10768325793668
12.793749384729573,97.52577949845502,155.3655580667051,9.268429865120366,6.591069129994073,5.9236912207584265,8.62070197685102,1.5112917870758378,21.85545004090647,33.0149256551903,45.12962430390324
19.165441164335174,64.46990559301312,135.28068104652147,4.640726292341315,8.367365300541426,2.4302700191677737,0.4408697293884606,1.7814185002176743,32.624983919823656,25.19950132309906,42.17551475707729
