Existing_Durability_Years,Tensile_Strength_MPa,Thermal_Resistance_C,Elasticity_Modulus_GPa,Hardness_Mohs,Corrosion_Resistance_Scale,Electrical_Conductivity_S/m,Density_g/cm^3,Mixture_Ratio_A_Percent,Mixture_Ratio_B_Percent,Mixture_Ratio_C_Percent
9.387881250505234,48.21769633293023,287.481514585749,2.2762784595486805,4.373141779743776,9.704711050457979,4.447680387868196,2.3702182716960767,21.620051424613774,11.963994496844153,66.41595407854206
10.550340906482433,63.66081721444768,277.5249944585443,2.272889885629909,4.858173827316545,2.9427906220661812,7.529027636599651,1.9593526216486303,30.92407014976038,43.735303202576496,25.340626647663125
13.649351559499962,59.59448750260333,274.9689989434836,8.594415018293834,7.147509570064149,7.107290262398724,0.33530450874139517,1.755351635165911,79.76083571441995,16.205933475706097,4.033230809873937
17.003767890461127,62.06927577021002,191.14226390379392,6.309482830323723,6.408530105723321,5.26500800973931,3.929176487092722,2.0097168842823847,24.630033068638433,48.41173297606788,26.958233955293696
18.396702772274068,32.12176505296428,257.92002796500884,8.131141193380222,1.634346815480308,7.509563403032253,4.823234575122191,1.9283299297532035,4.82691321256748,26.794889979635713,68.37819680779681
5.917833263210069,74.31518736604995,172.07153284958497,3.314971867427058,2.417300731696663,1.8798321152848119,1.608356332227799,2.1047131426875354,18.36027804433921,25.448176425969987,56.191545529690806
14.75144802570615,61.56759073417691,272.11975872661844,6.637067492136387,1.6350011823011155,9.572907299800189,4.20572984915614,1.7731247318421233,33.806152353587684,48.63529292990965,17.558554716502652
13.886068946112436,31.175210227769636,281.2889928446742,9.090168318889642,1.311311131788401,2.8404012772712033,9.1137290920071,2.1723943515933017,41.36134267451867,50.287963826047275,8.350693499434078
14.014085885190724,95.74493393439198,207.65998499357798,5.805599416757353,7.984044261505364,2.9834554531307744,4.739478819530717,2.330097418390085,53.19546762833037,20.52226590875472,26.2822664629149
16.899999677597865,43.839029617187514,195.23844521100432,8.83660650544085,8.658630168966873,5.986256819430105,2.5925841584049993,1.9840106100047632,19.086648647844505,33.421520865932905,47.49183048622258
19.067843977502005,41.87127162136849,206.53981491960275,2.9624114316545254,4.745600490035047,4.147599370787839,5.370117104213594,1.4079537586711997,20.853673577646013,18.28186762297627,60.864458799377715
16.223842433314463,82.85658316440474,147.6244436087698,9.70234030011707,9.719567060701488,4.979167170860976,0.7023401023803906,1.2759630005248588,47.12705619579451,25.791239084436764,27.08170471976874
7.574370506702708,54.40642081905568,118.37173613165356,1.7172323970790417,8.77237932012698,1.3338864687361198,3.013258573360376,1.8832156308602412,64.78698131780045,12.505775298089617,22.707243384109926
19.319767441667203,72.80838663274281,177.38399831543472,7.849975237595735,8.743465394875717,3.113960006805647,7.85800374273435,1.8734295350665857,50.34973417781111,49.18145922650928,0.46880659567961674
17.97809039553843,30.417629857327974,256.8149251828943,2.815469418572732,4.304659599396432,7.961798050676982,6.454951077437901,0.8406479585477696,13.10143113834259,65.43399265948675,21.46457620217066
9.49483139373066,60.20037255175445,236.35035370034586,2.0519893174905364,9.589124467939145,9.119936386229197,0.33745003071833146,2.070085962367253,28.312759177580745,61.771679676059335,9.915561146359915
6.83378501197807,31.73838081453735,268.17454469266613,6.031233383589936,7.740368610704774,3.101296986445256,5.741772387181291,1.1771866276071759,6.2882553830475825,45.68983785867934,48.021906758273076
17.089859030438845,44.66932963890615,190.29365295733146,3.8532005433931005,4.183231861969521,7.9601409974335295,2.251666796390076,0.8926332756387418,50.21971366096476,28.50964277770342,21.27064356133183
19.645277373312204,43.63021896958622,124.8543960692057,3.0026795616535322,8.999496045504646,1.2605202377147449,9.759923176702916,1.060438652856099,87.03234484086022,4.470744332510781,8.496910826628998
6.912306620182763,97.9648731458887,204.5250466284877,4.952109607574726,1.0370106996861597,1.402518520513183,7.858501257365188,1.916527510405335,67.35635038550757,2.945791098245178,29.69785851624726
14.770390224663213,51.16891605394372,107.89800195695263,9.895792896978461,6.144319371104947,4.537082965478883,1.366290182354276,1.6891929697678911,15.560153241115913,54.771750613632214,29.668096145251873
5.147553320694619,88.74759701481872,186.17368361421987,6.694098026107872,5.681555137019732,2.3312003116118563,3.9169022090418477,2.2397941607708085,45.844194950878716,24.745138169198828,29.41066687992246
5.532393613789873,59.45296070466831,140.28337219005783,3.5074266901708953,1.736109464772357,2.495247117793199,4.9506993518962386,0.9806296749846838,46.16880312658524,34.83547730856204,18.995719564852735
16.777733154205535,90.34905312714301,268.8495833732265,9.873119828588136,8.76120840552418,6.646573223351214,1.905479966543027,2.2101782889493498,41.639935985086936,31.66375140213488,26.69631261277819
17.233753752481462,76.3951060594527,125.7851811735701,3.512500128070854,3.5354005085125015,8.723478419846309,7.07241014929185,1.9065604299488004,39.77293425817249,20.542799010050985,39.684266731776525
10.240192447778828,30.49646971528039,194.9274845423303,7.476864507083796,4.387150715077437,8.010705175957463,8.42964972666126,1.1653802246301947,23.812365926964496,68.50793817987089,7.679695893164624
