wavelength_nm,absorbance
400.0,0.04704479174787999
401.0,0.020477923787293385
402.0,0.05753703618991429
403.0,0.042822336768622016
404.0,0.042630446317630716
405.0,0.03142391193713247
406.0,0.028603335853879554
407.0,0.02883215923252707
408.0,0.03618021969985549
409.0,0.04847189909500485
410.0,0.03401361817332987
411.0,0.021098531472460484
412.0,0.04214637014030971
413.0,0.0435455015629222
414.0,0.04060890506596629
415.0,0.04198504737630166
416.0,0.030100818025771425
417.0,0.02254599890199649
418.0,0.02364881782264197
419.0,0.014848697362776851
420.0,0.037761253104480884
421.0,0.03439940717066787
422.0,0.0306461562356801
423.0,0.0010292527250762643
424.0,0.02214833547032398
425.0,0.051238026437103214
426.0,0.03054027043678656
427.0,0.0436306975113522
428.0,0.023467280923046768
429.0,0.05834030254751073
430.0,0.04034079445162314
431.0,0.046620607918012494
432.0,0.07220314593541347
433.0,0.06373257877443772
434.0,0.04319125267116484
435.0,0.041184976803534654
436.0,0.04593530850468085
437.0,0.05760953085578357
438.0,0.051993866310837404
439.0,0.050402757132898116
440.0,0.0747709379172257
441.0,0.05795006740054974
442.0,0.0892152018408561
443.0,0.06515945276456618
444.0,0.08810292396578534
445.0,0.07374107435289882
446.0,0.0839560271342715
447.0,0.06683319288856678
448.0,0.06859993308488306
449.0,0.08787431286719255
450.0,0.09793737990941412
451.0,0.09048665382051992
452.0,0.07871544248413372
453.0,0.08220517175889853
454.0,0.0860139623196888
455.0,0.08678226316955648
456.0,0.11441192583483001
457.0,0.1319605064942152
458.0,0.1239254164895049
459.0,0.10285919080192257
460.0,0.13387062931866048
461.0,0.14066572926355353
462.0,0.17452060850533507
463.0,0.1389273614537447
464.0,0.15906923716406807
465.0,0.19187626872284458
466.0,0.1847625572903043
467.0,0.1943906571435691
468.0,0.19758783715851458
469.0,0.20906975188899077
470.0,0.22365613107776336
471.0,0.21414246494568015
472.0,0.24424107219713986
473.0,0.22739160530539337
474.0,0.2582842450861181
475.0,0.2672745917392704
476.0,0.26882552451178066
477.0,0.28734040641687275
478.0,0.29182771809803476
479.0,0.29841000475312823
480.0,0.31927749425990504
481.0,0.3227921590330145
482.0,0.3526907935110002
483.0,0.348039665098953
484.0,0.38364122576929166
485.0,0.3743958447554811
486.0,0.3954582312552849
487.0,0.4086264675896237
488.0,0.44606173460090126
489.0,0.44831351981051576
490.0,0.45613151093216286
491.0,0.47909080897599904
492.0,0.462343685263994
493.0,0.501703586854885
494.0,0.5408264479920235
495.0,0.5330990741105841
496.0,0.5469749264573992
497.0,0.5673551090202025
498.0,0.5860844513573545
499.0,0.5658421134981558
500.0,0.5839856043972308
501.0,0.6209180620417155
502.0,0.6238679439530819
503.0,0.6620448833112674
504.0,0.6561460438936451
505.0,0.6500859259557378
506.0,0.6711720955179682
507.0,0.6661672816846517
508.0,0.7087877861373776
509.0,0.7214013060459535
510.0,0.7302361253217037
511.0,0.7595201050314533
512.0,0.7717494328720433
513.0,0.765640343045924
514.0,0.7518859410109651
515.0,0.7942026045777391
516.0,0.8022055198007677
517.0,0.8074313445825538
518.0,0.8230850384878171
519.0,0.8043102042798188
520.0,0.8487487334930655
521.0,0.818844653741084
522.0,0.8444066408095894
523.0,0.819557112740079
524.0,0.8323513122026397
525.0,0.8647304551726909
526.0,0.8457253246978659
527.0,0.8605538283250139
528.0,0.8542292070596992
529.0,0.8503272186911407
530.0,0.8674433621451175
531.0,0.8470184831630082
532.0,0.8265647105522839
533.0,0.8356687959207432
534.0,0.8486018018677064
535.0,0.8427277068266338
536.0,0.8144955608523807
537.0,0.819263363425804
538.0,0.8149802093350874
539.0,0.8109460099568843
540.0,0.7915735776882837
541.0,0.7926972761009913
542.0,0.7830674346203329
543.0,0.7920828738617824
544.0,0.7830103745362387
545.0,0.7615135292689089
546.0,0.7480311891678405
547.0,0.7434223555814756
548.0,0.7205130796154431
549.0,0.704706491774437
550.0,0.6949573767216871
551.0,0.6860366831222994
552.0,0.6667782300374918
553.0,0.6694696870633143
554.0,0.6627949213783894
555.0,0.6212636429777875
556.0,0.6266668102279173
557.0,0.6095971612356873
558.0,0.6020488369708658
559.0,0.5833812750835123
560.0,0.5515784951497995
561.0,0.539284911569151
562.0,0.5401521822098141
563.0,0.537489855361536
564.0,0.48392504724312496
565.0,0.5000250507324598
566.0,0.4955870338438668
567.0,0.4649877986064557
568.0,0.4590385501608546
569.0,0.42973196987361434
570.0,0.4226099318388256
571.0,0.39062487240460125
572.0,0.36815525892669987
573.0,0.39400710166486363
574.0,0.35749133114487
575.0,0.35068782389070674
576.0,0.32659883533828676
577.0,0.31365001439768975
578.0,0.3160799219710411
579.0,0.2972803487804157
580.0,0.2987222504555201
581.0,0.2880583506302846
582.0,0.27521620938372393
583.0,0.2632699892441153
584.0,0.26868818710611625
585.0,0.22660323775556185
586.0,0.2287285623989171
587.0,0.23326938916946463
588.0,0.22545783083537702
589.0,0.18414549025094215
590.0,0.1886980875525297
591.0,0.2002984753436831
592.0,0.18196546184079243
593.0,0.1703891535387564
594.0,0.157917800688418
595.0,0.1487109155244385
596.0,0.1498595682681301
597.0,0.1367496839041272
598.0,0.13293175176786384
599.0,0.12833174971968167
600.0,0.11347262220396459
601.0,0.12248436985172101
602.0,0.14582060816337244
603.0,0.08453106299495598
604.0,0.10499531451248709
605.0,0.0874766679437444
606.0,0.09925145127208937
607.0,0.08882913630243167
608.0,0.09357689057134352
609.0,0.0949134318723905
610.0,0.07968982720388974
611.0,0.08773171339728116
612.0,0.042966951403048625
613.0,0.08731282801200956
614.0,0.07002685097634209
615.0,0.07592126612416512
616.0,0.045964645734120124
617.0,0.04839766722383793
618.0,0.058022588852326515
619.0,0.054105068665759926
620.0,0.05587158760856054
621.0,0.06377469923478934
622.0,0.027977797356972454
623.0,0.0593542258778223
624.0,0.046377835092660157
625.0,0.042539501447220865
626.0,0.026128798622085503
627.0,0.04870163258502115
628.0,0.012659108634092739
629.0,0.048448103829957144
630.0,0.02187204088427758
631.0,0.03959525750570105
632.0,0.03676246609131624
633.0,0.05152392295317485
634.0,0.034696985204582816
635.0,0.02791333662712312
636.0,0.02961324094004533
637.0,0.050460599352241994
638.0,0.041156078414824854
639.0,0.029665530404192866
640.0,0.03106363418767149
641.0,0.014735513563103052
642.0,0.03787429914657205
643.0,0.01179383849643979
644.0,0.041658119352886595
645.0,0.03392887701693179
646.0,0.06079975203451368
647.0,0.01874593164512637
648.0,0.030525533035142684
649.0,0.053164030715793884
650.0,0.045724128608653616
651.0,0.022930251443808794
652.0,0.033843005279510764
653.0,0.031062122750350626
654.0,0.034315430424152936
655.0,0.022451759035041166
656.0,0.029677291566108734
657.0,0.01149415006356895
658.0,0.03222157885483993
659.0,0.03593664796178027
660.0,0.027750015994681475
661.0,0.011046849251357002
662.0,0.04224347911816649
663.0,0.03471376890476501
664.0,0.02158994467644159
665.0,0.02690145318643209
666.0,0.012230659108194538
667.0,0.017906962954516152
668.0,0.023734188983340187
669.0,0.04490758067947908
670.0,0.022473404040183182
671.0,0.037812997041226766
672.0,0.023655490055827292
673.0,0.033077177853406525
674.0,0.028393081566848933
675.0,0.040555868348719916
676.0,0.023652014210671528
677.0,0.011191044326717157
678.0,0.013470584960367581
679.0,0.023664886892870645
680.0,0.015052901101473335
681.0,0.03495904576968958
682.0,0.024442766390080067
683.0,0.05852328054467698
684.0,0.009171919038671022
685.0,0.032465005447001496
686.0,0.016483256988559937
687.0,0.024095493126501423
688.0,0.031711250580692345
689.0,0.0021079257984058103
690.0,0.0328526885139219
691.0,0.05284425797528632
692.0,0.024566878761783324
693.0,0.03312475793674472
694.0,0.04230518589916634
695.0,0.028037865493485345
696.0,0.02303307242504231
697.0,0.0026951373282537924
698.0,0.03769532311960428
699.0,0.028644944606091606
700.0,0.017850352163033885
701.0,0.0315213657489948
702.0,0.022997734895094653
703.0,0.02366052061475049
704.0,0.03727689883029784
705.0,0.013940617900289904
706.0,0.04256881918999336
707.0,0.01322865420386271
708.0,0.022048344039126085
